cb_2020_3,tcc_mean
1400000US13067031409,40.40924437952101
1400000US13067031410,46.544932986577095
1400000US13067031411,31.162792803742555
1400000US13067031412,30.598709505385454
1400000US13067031413,36.59984538087365
1400000US13067031414,42.79140694486413
1400000US13067031415,41.53064528689168
1400000US13067031416,43.72922113357752
1400000US13067031417,39.331351166545
1400000US13067031506,39.73139319923082
1400000US13067031507,45.237528863019406
1400000US13067031510,40.47654393532677
1400000US13067031511,40.090104527036225
1400000US13067031512,44.45268105171241
1400000US13067031513,39.493618680739836
1400000US13067031514,39.70090836275603
1400000US13067031515,38.000281736955834
1400000US13067031516,32.42764713433293
1400000US13067031517,43.17510261712314
1400000US13067031518,52.39053219111963
1400000US13077170101,51.47646924939085
1400000US13077170102,62.39101022385715
1400000US13077170200,53.01959790915158
1400000US13077170303,57.274332289372374
1400000US13077170304,52.66574329091731
1400000US13077170307,33.67029415149855
1400000US13077170308,40.03499853585877
1400000US13077170309,27.071734523390372
1400000US13077170310,45.8117942239909
1400000US13077170403,57.4438527425346
1400000US13077170404,52.660281787155625
1400000US13077170405,45.2475631080686
1400000US13077170406,50.515503470975986
1400000US13077170407,46.71670946885393
1400000US13077170408,52.94650909127698
1400000US13077170501,48.88848583989067
1400000US13077170502,50.01430861155032
1400000US13077170503,50.99531203735524
1400000US13077170603,51.16308618971668
1400000US13077170604,32.954525783771075
1400000US13077170605,43.908740114340404
1400000US13077170606,38.941511739701575
1400000US13077170607,28.06554164751989
1400000US13077170701,39.434110119250704
1400000US13077170702,57.64895262931434
1400000US13077170801,57.184533695985536
1400000US13077170802,51.535424722099265
1400000US13085970101,88.19519349196806
1400000US13085970102,66.33274207748838
1400000US13085970103,73.40832734912942
1400000US13085970203,55.14527058510532
1400000US13085970204,43.76810666227227
1400000US13085970205,69.76443710999203
1400000US13085970206,64.78263052175417
1400000US13089020100,52.179247240031394
1400000US13089020200,42.144901980398416
1400000US13089020300,42.71533916244822
1400000US13089020400,32.935093478937006
1400000US13089020500,31.456033516627397
1400000US13089020600,20.17474612609606
1400000US13089020700,30.45412004579221
1400000US13089020801,39.22639897700857
1400000US13089020802,34.68493141848655
1400000US13089020901,33.33340158922468
1400000US13089020902,39.87082731336848
1400000US13089021101,47.9020536152804
1400000US13089021103,30.563704180250244
1400000US13089021104,25.947996528712927
1400000US13089021204,9.646911945592766
1400000US13089021208,24.68285997784571
1400000US13089021210,40.7017930668231
1400000US13089021211,42.16636005895766
1400000US13089021213,44.67423172767185
1400000US13089021217,48.03915883726688
1400000US13089021219,48.85528755018881
1400000US13089021220,49.81347794563971
1400000US13089021221,41.7557301375233
1400000US13089021222,29.96383799982319
