cb_2020_3,impervious_mean,building_density,poi_total_all,poi_diversity,ntl_sum,road_density_local,ndvi_mean,slope_mean,dist_water_m
1400000US01101005608,2.825175904209357,0.0,0.10368,0.0,414.1362915039063,2101.8051965144136,0.7213938398290602,0.8618758245487873,522.2205360546573
1400000US01101005609,18.00495848708487,0.516334,0.645418,-0.0,562.2596435546875,38812.1091901852,0.651078048871919,1.3882399236031495,485.30327946299553
1400000US01101005610,2.695409255982866,0.0,0.209134,-0.0,428.4614868164063,9072.153420992809,0.7591200595712628,0.7369245892400945,664.131503314085
1400000US01101005611,18.46743864867736,0.474017,0.592521,-0.0,691.7102661132812,35735.896040621294,0.6294850778916662,1.2234899148162774,385.5984483624043
1400000US01101005612,9.611409155937054,0.0,0.0,0.0,314.0687561035156,0.0,0.7058406508192686,1.0860760009997756,564.7434809270063
1400000US01101005613,16.247187293183323,0.0,0.986038,0.0,451.53833007812494,29609.29465528939,0.6547363594796513,1.038008769733415,879.3178668742029
1400000US01101005614,39.96550048590865,5.433728,2.173491,0.0,390.0877380371094,155603.26474113815,0.5393201194044431,1.263735435571196,563.8359923021214
1400000US01101005700,0.6601888641771692,0.006195,0.092932,-0.0,359.5413513183594,1008.95573279357,0.7503167738812395,3.0881546996684985,718.6875744552714
1400000US01101005800,0.8283200755022246,0.037763,0.105735,0.636514,379.1936645507813,732.2506322091311,0.7316938103134236,3.8096306927869934,536.176326986682
1400000US01101005902,20.7879380603097,0.383995,0.767991,0.0,364.6956481933594,53025.81961867967,0.6320240821682414,1.1287623595790055,630.1507912631353
1400000US01101005903,0.7714112018608094,0.005967,0.161113,0.450561,430.6666870117188,1389.3692017617393,0.7380145877002231,2.30042850929928,373.9386363358686
1400000US01101005904,4.020146594643845,0.215744,0.179022,0.759547,3955.1552734375,2593.8807252373863,0.7033310565028166,1.19427920104385,519.895587425699
1400000US01101006000,3.7759726061917713,0.052904,0.193982,-0.0,1661.91943359375,2903.593649866036,0.6588365476172344,1.218485974353894,430.9699283717857
1400000US01101006100,16.875075075075074,0.0,0.685574,-0.0,401.8648986816406,29383.21203568062,0.6673065159844207,1.4614351298336257,457.9840696972641
1400000US06099000101,1.0031557651191516,0.034898,0.039551,1.332179,829.1007690429688,112.77400458944432,0.3634889081550255,3.239893351767389,996.8904766724224
