cb_2020_3,minor_ratio,elderly_ratio,sex_ratio
1400000US17031803800,0.216621,0.148501,88.4467
1400000US17031803901,0.143011,0.236373,101.1944
1400000US17031803902,0.256964,0.116828,106.2134
1400000US17031804000,0.159549,0.188164,98.494
1400000US17031804102,0.232576,0.247233,89.7814
1400000US17031804104,0.266745,0.170213,103.2839
1400000US17031804105,0.22,0.187342,103.8184
1400000US17031804106,0.245304,0.135105,84.4713
1400000US17031804108,0.20037,0.025905,101.3305
1400000US17031804109,0.243635,0.241702,114.7405
1400000US17031804202,0.241499,0.221763,97.031
1400000US17031804203,0.297239,0.183129,103.75
1400000US17031804204,0.289408,0.182341,68.9644
1400000US17031804305,0.203829,0.1189,100.6492
1400000US17031804306,0.229211,0.218932,128.3012
1400000US17031804308,0.24287,0.135971,84.3623
1400000US17031804309,0.266005,0.069462,90.14
1400000US17031804312,0.170082,0.135758,96.9728
1400000US17031804313,0.307293,0.119622,129.0807
1400000US17031804314,0.177033,0.176236,115.8348
1400000US17031804315,0.250295,0.104519,89.0788
1400000US17031804316,0.199275,0.123514,96.7103
1400000US17031804403,0.251275,0.105171,100.8484
1400000US17031804404,0.272788,0.104223,93.3895
1400000US17031804405,0.285714,0.106855,105.0797
1400000US17031804406,0.291062,0.116425,101.797
1400000US17031804505,0.252007,0.131254,98.5285
1400000US17031804506,0.204523,0.209326,107.6891
1400000US17031804508,0.252304,0.101799,93.7925
1400000US17031804509,0.314491,0.093614,89.0585
1400000US17031804510,0.295135,0.08519,94.2867
1400000US17031804511,0.305004,0.050475,106.4114
1400000US17031804512,0.148238,0.155494,93.1909
1400000US17031804513,0.212782,0.123058,97.1344
1400000US17031804514,0.235472,0.271887,96.8796
1400000US17031804603,0.215192,0.070885,102.8305
1400000US17031804606,0.193132,0.22927,101.2372
1400000US17031804607,0.20988,0.177082,76.9102
1400000US17031804608,0.211307,0.151066,90.636
1400000US17031804609,0.224286,0.169091,95.7133
1400000US17031804610,0.18108,0.161998,66.6441
1400000US17031804611,0.201264,0.236662,86.9976
1400000US17031804701,0.222107,0.149223,86.054
1400000US17031804705,0.25324,0.130232,85.3879
1400000US17031804706,0.235945,0.152995,98.9001
1400000US17031804709,0.213494,0.146159,92.1694
1400000US17031804710,0.187293,0.157459,91.4331
1400000US17031804711,0.315638,0.091774,85.3132
1400000US17031804712,0.276207,0.147528,97.8311
1400000US17031804713,0.167889,0.052725,91.0985
1400000US17031804714,0.20674,0.166235,99.7411
1400000US17031804715,0.259075,0.117207,91.256
1400000US17031804716,0.215805,0.135214,108.5434
1400000US17031804803,0.284833,0.120447,109.0653
1400000US17031804804,0.168184,0.170005,93.2502
1400000US17031804805,0.233814,0.19239,98.9014
1400000US17031804806,0.326121,0.078989,76.9373
1400000US17031804807,0.277048,0.155536,109.2279
1400000US17031804808,0.201677,0.204727,109.84
1400000US17031804809,0.24494,0.178243,96.2094
1400000US17031804810,0.21039,0.212365,92.6544
1400000US17031804901,0.260204,0.14187,86.724
1400000US17031804902,0.18717,0.238786,87.8563
1400000US17031805001,0.221644,0.227055,112.9876
1400000US17031805002,0.163132,0.1804,109.8538
1400000US17031805105,0.260809,0.123386,119.1326
1400000US17031805106,0.190007,0.207952,112.0896
1400000US17031805107,0.237842,0.07343,108.4592
1400000US17031805108,0.260216,0.074301,98.8118
1400000US17031805109,0.274695,0.208271,82.8045
1400000US17031805110,0.176688,0.272767,101.6696
1400000US17031805111,0.282556,0.091271,103.7988
1400000US17031805112,0.189728,0.219496,91.182
1400000US17031805201,0.20259,0.269795,91.573
1400000US17031805202,0.23595,0.19186,100.2911
1400000US17031805301,0.205751,0.194454,117.1747
1400000US17031805302,0.185672,0.261336,106.711
1400000US17031805401,0.161443,0.187797,89.1334
1400000US17031805402,0.170267,0.147735,109.8976
1400000US17031805501,0.177475,0.244065,100.1159
1400000US17031805502,0.266184,0.202174,115.9624
1400000US17031805600,0.29,0.178222,94.7209
1400000US17031805701,0.273893,0.168391,94.6839
1400000US17031805702,0.244594,0.195099,83.1866
1400000US17031805801,0.194171,0.261037,100.6019
1400000US17031805802,0.280674,0.135124,99.5998
1400000US17031805901,0.134209,0.297836,74.5015
1400000US17031805902,0.175587,0.215297,103.5852
1400000US17031806001,0.141893,0.141893,88.0134
1400000US17031806002,0.215545,0.148968,88.7688
1400000US17031806004,0.192227,0.158366,90.7658
1400000US17031806005,0.189033,0.176623,86.3905
1400000US17031806006,0.151439,0.269504,90.4648
1400000US17031806102,0.185619,0.185885,95.7769
1400000US17031806103,0.178164,0.239807,119.2797
1400000US17031806104,0.140436,0.138741,93.7148
1400000US17031806201,0.213996,0.190594,83.8643
1400000US17031806202,0.173409,0.20817,94.4254
1400000US17031806300,0.2132,0.145384,108.562
1400000US17031806400,0.255355,0.148677,114.5045
1400000US17031806501,0.267152,0.126485,76.5223
1400000US17031806502,0.21477,0.153981,78.6003
1400000US17031806600,0.195259,0.160593,101.2522
1400000US17031806700,0.245893,0.251027,86.6794
1400000US17031806801,0.220272,0.256086,91.4836
1400000US17031806802,0.282897,0.198572,89.2535
1400000US17031806900,0.191549,0.253146,98.3979
1400000US17031807000,0.185506,0.132449,103.2031
1400000US17031807100,0.345065,0.218312,86.8002
1400000US17031807200,0.23407,0.204835,79.482
1400000US17031807300,0.241967,0.152441,96.8614
1400000US17031807400,0.29026,0.141859,76.001
1400000US17031807500,0.214308,0.191503,113.8277
1400000US17031807600,0.169302,0.213991,78.8503
1400000US17031807700,0.232143,0.211708,78.8018
1400000US17031807800,0.252607,0.213982,94.8081
1400000US17031807900,0.20406,0.287899,114.5362
1400000US17031808001,0.198302,0.273898,92.7666
1400000US17031808002,0.249694,0.312015,83.0902
1400000US17031808100,0.074339,0.549835,65.3916
1400000US17031808200,0.221202,0.179434,104.5594
1400000US17031808301,0.139466,0.351978,94.1071
1400000US17031808302,0.170479,0.297135,89.9817
1400000US17031808400,0.19863,0.245597,93.0123
1400000US17031808500,0.251484,0.185942,103.3317
1400000US17031808600,0.259205,0.151647,96.3844
1400000US17031808702,0.032428,0.03092,85.3249
1400000US17031808800,0.182736,0.188845,97.2237
1400000US17031808900,0.264212,0.244192,96.2173
1400000US17031809000,0.27738,0.280297,82.4383
1400000US17031809100,0.243092,0.224464,82.6999
1400000US17031809200,0.307135,0.119868,82.8583
1400000US17031809300,0.100984,0.153702,149.0082
1400000US17031809401,0.162292,0.339372,76.6819
1400000US17031809402,0.057449,0.167369,79.9449
1400000US17031809500,0.138095,0.169674,109.8895
1400000US17031809600,0.221905,0.207619,94.2047
1400000US17031809700,0.256866,0.176898,102.7293
1400000US17031809800,0.211656,0.116564,112.0325
1400000US17031809900,0.254506,0.142033,95.0774
1400000US17031810000,0.175184,0.105699,81.2729
1400000US17031810100,0.186865,0.112922,92.4091
1400000US17031810200,0.234292,0.133167,85.5568
1400000US17031810301,0.2216,0.142505,84.2692
1400000US17031810302,0.277084,0.149511,73.4778
1400000US17031810400,0.19614,0.197719,87.3767
1400000US17031810501,0.21501,0.280325,95.3249
1400000US17031810502,0.18339,0.218814,93.1893
1400000US17031810600,0.232071,0.14625,111.2767
1400000US17031810701,0.200088,0.132443,80.1262
1400000US17031810702,0.205969,0.147755,73.7677
1400000US17031810800,0.229674,0.136755,90.303
1400000US17031810900,0.227589,0.130662,103.6117
1400000US17031811000,0.17375,0.21525,94.6472
1400000US17031811100,0.228195,0.145821,82.7844
1400000US17031811200,0.22839,0.126483,90.8613
1400000US17031811301,0.254916,0.145038,101.915
1400000US17031811302,0.269588,0.149559,100.5253
1400000US17031811401,0.178673,0.127436,94.0926
1400000US17031811402,0.182348,0.142592,94.4845
1400000US17031811500,0.244559,0.123062,104.5804
1400000US17031811600,0.251221,0.125768,107.6923
1400000US17031811701,0.299337,0.075194,110.2362
1400000US17031811702,0.267106,0.106557,108.4695
1400000US17031811800,0.224883,0.182243,100.7819
1400000US17031811900,0.23172,0.148987,96.1616
1400000US17031812000,0.280008,0.20091,94.5
1400000US17031812100,0.28365,0.11224,99.5493
1400000US17031812200,0.282874,0.169671,107.3667
1400000US17031812301,0.100857,0.268951,84.9505
1400000US17031812302,0.283848,0.132123,91.1867
1400000US17031812400,0.305935,0.165344,102.8976
1400000US17031812500,0.192213,0.184178,83.5508
1400000US17031812600,0.186471,0.147261,70.1987
1400000US17031812700,0.213854,0.173499,73.6755
1400000US17031812801,0.158352,0.213067,96.149
1400000US17031812802,0.232188,0.135624,67.4743
1400000US17031812900,0.299717,0.126988,82.69
1400000US17031813000,0.27014,0.107574,93.7383
1400000US17031813100,0.255292,0.165538,88.0573
1400000US17031813200,0.256969,0.104474,88.7268
1400000US17031813301,0.404229,0.033271,76.4125
1400000US17031813302,0.337456,0.072438,102.577
1400000US17031813400,0.365914,0.080217,80.9917
1400000US17031813500,0.227119,0.10799,98.8126
1400000US17031813600,0.292749,0.040945,118.2677
1400000US17031813701,0.251816,0.085048,122.6415
1400000US17031813702,0.256527,0.081593,121.8147
1400000US17031813801,0.317398,0.050081,94.8669
1400000US17031813802,0.289377,0.094551,93.9609
1400000US17031813900,0.264443,0.087105,97.2394
1400000US17031814000,0.2373,0.100458,102.6902
1400000US17031814100,0.222274,0.075264,96.9977
1400000US17031814200,0.21665,0.086914,107.6946
1400000US17031814300,0.304894,0.070213,93.1771
1400000US17031814400,0.275813,0.119766,75.7313
1400000US17031814500,0.26463,0.119074,101.4174
1400000US17031814600,0.272497,0.089479,116.1609
1400000US17031814700,0.249849,0.141937,97.8884
1400000US17031814800,0.178343,0.185089,96.2322
1400000US17031814900,0.247673,0.077522,116.4135
1400000US17031815000,0.210079,0.154304,106.3084
1400000US17031815100,0.25211,0.102399,90.6819
1400000US17031815200,0.275548,0.131292,113.9569
1400000US17031815300,0.270238,0.154167,90.3683
1400000US17031815400,0.252731,0.179696,91.0393
1400000US17031815500,0.33894,0.086748,92.4838
1400000US17031815600,0.220281,0.161044,117.4672
1400000US17031815701,0.257279,0.157615,106.5934
1400000US17031815702,0.252793,0.1668,83.1871
1400000US17031815800,0.190926,0.234405,99.3719
1400000US17031815900,0.112295,0.182356,75.6935
1400000US17031816000,0.173769,0.112118,102.8817
1400000US17031816100,0.162003,0.163292,85.0767
1400000US17031816200,0.225897,0.158339,92.7215
1400000US17031816300,0.246462,0.101294,106.9456
1400000US17031816401,0.282623,0.061528,126.0316
1400000US17031816402,0.262116,0.068659,101.7108
1400000US17031816500,0.302378,0.090864,113.4081
1400000US17031816600,0.314421,0.044273,102.6568
1400000US17031816700,0.241661,0.156494,94.0771
1400000US17031816800,0.193858,0.184261,114.1389
1400000US17031816900,0.260941,0.122931,97.6993
1400000US17031817000,0.272543,0.139507,62.3236
1400000US17031817101,0.185633,0.164543,105.1374
1400000US17031817102,0.206875,0.148125,73.5358
1400000US17031817200,0.259542,0.102338,84.9956
1400000US17031817300,0.264289,0.134982,90.6491
1400000US17031817400,0.262375,0.101789,108.4787
1400000US17031817500,0.17549,0.150044,112.3602
1400000US17031817600,0.155667,0.120022,97.7423
1400000US17031817700,0.155977,0.206916,91.2193
1400000US17031817900,0.174327,0.216697,123.8746
1400000US17031818000,0.221171,0.240603,82.416
1400000US17031818100,0.166887,0.229139,99.0334
1400000US17031818200,0.188787,0.159694,83.5867
1400000US17031818300,0.224436,0.098334,94.9682
1400000US17031818401,0.167998,0.20349,112.6415
1400000US17031818402,0.137855,0.325237,82.8143
1400000US17031818500,0.106669,0.438768,86.6084
1400000US17031818600,0.280345,0.162456,88.2831
1400000US17031818700,0.249802,0.147563,80.285
1400000US17031818800,0.297287,0.12766,95.5344
1400000US17031818900,0.222274,0.227422,97.5046
1400000US17031819000,0.318335,0.160855,84.4398
1400000US17031819100,0.261821,0.200704,104.0021
1400000US17031819200,0.236899,0.146184,89.324
1400000US17031819300,0.236243,0.108813,97.3061
1400000US17031819400,0.272419,0.105573,69.0217
1400000US17031819500,0.239188,0.194763,83.0372
1400000US17031819600,0.314539,0.126338,91.3586
1400000US17031819700,0.350027,0.133249,87.4915
1400000US17031819801,0.349259,0.108704,92.0341
1400000US17031819802,0.25537,0.215593,97.1765
1400000US17031819900,0.347773,0.137634,110.8161
1400000US17031820000,0.347074,0.174046,105.9748
1400000US17031820101,0.171488,0.32914,98.0897
1400000US17031820103,0.211501,0.193696,101.0643
1400000US17031820104,0.242815,0.146371,94.9668
1400000US17031820202,0.230505,0.21335,101.8892
1400000US17031820203,0.256186,0.21726,108.6902
1400000US17031820204,0.138852,0.263687,107.1781
1400000US17031820300,0.295528,0.097728,95.9025
1400000US17031820400,0.310578,0.1472,100.3919
1400000US17031820501,0.215247,0.162743,97.7096
1400000US17031820502,0.197804,0.206835,85.269
1400000US17031820603,0.301085,0.113617,111.3132
1400000US17031820604,0.299183,0.117711,98.4857
1400000US17031820605,0.165547,0.072415,88.3304
1400000US17031820606,0.228921,0.151814,99.0913
1400000US17031820700,0.2626,0.136825,107.1809
1400000US17031820800,0.267834,0.110269,104.543
1400000US17031820901,0.253911,0.160449,96.222
1400000US17031820902,0.30136,0.093623,107.4386
1400000US17031821001,0.273559,0.121889,100.4691
1400000US17031821002,0.192368,0.191199,122.0493
1400000US17031821101,0.25294,0.172398,97.4157
1400000US17031821102,0.258872,0.168953,113.1323
1400000US17031821200,0.232186,0.149943,80.2271
1400000US17031821300,0.19894,0.112897,108.6923
1400000US17031821401,0.255747,0.14185,78.4615
1400000US17031821402,0.212305,0.20051,104.8988
1400000US17031821500,0.307552,0.121194,94.3195
1400000US17031821600,0.189027,0.13255,85.0683
1400000US17031821700,0.291436,0.162335,77.4669
1400000US17031821800,0.212162,0.117042,78.1929
1400000US17031821900,0.247805,0.180567,86.3197
1400000US17031822000,0.226044,0.124526,87.1283
1400000US17031822101,0.23288,0.160249,92.4989
1400000US17031822102,0.116358,0.177307,97.8551
1400000US17031822200,0.244488,0.152944,96.1138
1400000US17031822301,0.175634,0.167904,106.3816
1400000US17031822302,0.191528,0.186518,97.4371
1400000US17031822400,0.27776,0.127776,97.3952
1400000US17031822500,0.195232,0.21764,106.7521
1400000US17031822601,0.221405,0.174181,83.1378
1400000US17031822602,0.21012,0.222503,87.0952
1400000US17031822701,0.286098,0.158254,106.9349
1400000US17031822702,0.223529,0.192941,95.6272
1400000US17031822801,0.203091,0.157048,124.0989
1400000US17031822802,0.28852,0.239281,93.5225
1400000US17031822900,0.138352,0.173957,113.2321
1400000US17031823001,0.19878,0.192246,99.6811
1400000US17031823002,0.202254,0.140374,99.3148
1400000US17031823101,0.226791,0.142822,95.2404
1400000US17031823102,0.272111,0.155753,109.3392
1400000US17031823200,0.220367,0.247287,100.0835
1400000US17031823302,0.250495,0.185149,79.7153
1400000US17031823303,0.236191,0.139715,87.5762
1400000US17031823304,0.252955,0.191805,109.8214
1400000US17031823400,0.263031,0.098813,112.714
1400000US17031823500,0.251349,0.126574,101.267
1400000US17031823602,0.129534,0.33616,87.9315
1400000US17031823603,0.283248,0.107793,98.0591
1400000US17031823604,0.21396,0.22735,92.5398
1400000US17031823605,0.189202,0.205027,105.8936
1400000US17031823702,0.192809,0.19802,100.2435
1400000US17031823703,0.285454,0.103448,112.4323
1400000US17031823704,0.263051,0.11556,117.4105
1400000US17031823705,0.299466,0.160738,90.7549
1400000US17031823801,0.182802,0.28246,90.2492
1400000US17031823803,0.204684,0.233328,80.043
1400000US17031823805,0.110007,0.270733,60.1537
1400000US17031823806,0.13624,0.173892,89.6195
1400000US17031823901,0.154652,0.344225,86.8998
1400000US17031823903,0.202473,0.286597,101.1995
1400000US17031823904,0.16775,0.33125,114.8228
1400000US17031824003,0.255292,0.172726,129.1374
1400000US17031824004,0.161548,0.308736,78.4977
1400000US17031824005,0.232626,0.164045,100.5134
1400000US17031824006,0.267459,0.156673,93.9716
1400000US17031824105,0.274377,0.17687,103.8972
1400000US17031824106,0.221158,0.259135,105.9481
1400000US17031824107,0.234212,0.207864,85.9429
1400000US17031824113,0.24786,0.164708,109.8356
1400000US17031824114,0.213511,0.198413,103.8674
1400000US17031824115,0.216969,0.2737,82.0199
1400000US17031824116,0.221109,0.163328,115.4357
1400000US17031824119,0.143706,0.256078,84.4238
1400000US17031824121,0.182789,0.20476,92.3122
1400000US17031824122,0.188758,0.216704,105.7838
1400000US17031824123,0.25717,0.124915,90.3493
1400000US17031824124,0.2151,0.261396,74.7355
1400000US17031824125,0.177233,0.088102,132.218
1400000US17031824126,0.230595,0.136578,133.5234
1400000US17031824127,0.224619,0.203807,91.1693
1400000US17031824128,0.185752,0.246285,92.5116
1400000US17031824129,0.187224,0.206969,104.7076
1400000US17031824300,0.198714,0.137834,82.1076
1400000US17031824400,0.121853,0.345921,86.3039
1400000US17031824503,0.179759,0.225055,90.1807
1400000US17031824505,0.206509,0.147925,93.1175
1400000US17031824507,0.206663,0.231212,89.9144
1400000US17031824508,0.124161,0.337919,92.5065
1400000US17031824509,0.270591,0.164091,118.0517
1400000US17031824601,0.227106,0.12065,112.8655
1400000US17031824602,0.231521,0.21819,100.6837
1400000US17031824701,0.222108,0.154242,96.3655
1400000US17031824702,0.206616,0.156023,115.0247
1400000US17031824800,0.299477,0.066097,139.3708
1400000US17031824900,0.320012,0.154489,70.0304
1400000US17031825000,0.163391,0.151965,95.6191
1400000US17031825200,0.194747,0.148662,109.7713
1400000US17031825302,0.237866,0.104887,92.2045
1400000US17031825303,0.223318,0.13828,90.9176
1400000US17031825304,0.164961,0.158058,104.9268
1400000US17031825400,0.167979,0.20828,88.4363
1400000US17031825501,0.225458,0.164103,107.7626
1400000US17031825503,0.336141,0.145219,75.4996
1400000US17031825504,0.228555,0.100764,107.9414
1400000US17031825505,0.236261,0.15142,69.4233
1400000US17031825600,0.309328,0.112239,100.0383
1400000US17031825700,0.23902,0.138559,101.0244
1400000US17031825801,0.268823,0.089521,68.9248
1400000US17031825802,0.243472,0.107418,79.4462
1400000US17031825803,0.1787,0.203791,106.4853
1400000US17031825900,0.278549,0.066874,90.4479
1400000US17031826000,0.272161,0.103532,114.5617
1400000US17031826100,0.232146,0.0912,70.9729
1400000US17031826201,0.084937,0.353216,68.4259
1400000US17031826202,0.297563,0.091706,73.3962
1400000US17031826301,0.193766,0.156548,93.2135
1400000US17031826303,0.250599,0.170258,81.682
1400000US17031826304,0.235664,0.166434,93.1128
1400000US17031826401,0.257849,0.100875,83.475
1400000US17031826402,0.235236,0.15,91.1211
1400000US17031826500,0.305297,0.158741,73.6409
1400000US17031826600,0.350194,0.07857,95.4201
1400000US17031826700,0.273754,0.099254,82.2426
1400000US17031826800,0.320824,0.084437,90.1364
1400000US17031826901,0.291206,0.085055,105.0246
1400000US17031826902,0.230476,0.139683,124.679
1400000US17031827000,0.228516,0.157959,87.7177
1400000US17031827100,0.200875,0.172235,107.4257
1400000US17031827200,0.19333,0.119333,86.4917
1400000US17031827300,0.331424,0.168576,96.4838
1400000US17031827400,0.204611,0.182342,70.1739
1400000US17031827500,0.287236,0.088708,71.6994
1400000US17031827600,0.35236,0.168367,107.4074
1400000US17031827700,0.291224,0.131281,91.3338
1400000US17031827801,0.234277,0.165685,89.2485
1400000US17031827802,0.234167,0.157244,91.5385
1400000US17031827804,0.239825,0.21603,68.3711
1400000US17031827805,0.246098,0.153539,69.5385
1400000US17031827901,0.181954,0.267198,87.652
1400000US17031827902,0.227903,0.216914,84.0809
1400000US17031828000,0.257685,0.130184,77.3509
1400000US17031828100,0.277634,0.184104,73.2864
1400000US17031828201,0.285158,0.101723,93.5449
1400000US17031828202,0.236641,0.12716,62.8927
1400000US17031828300,0.137899,0.158351,96.8883
1400000US17031828401,0.243507,0.117006,114.5596
1400000US17031828402,0.243909,0.226238,82.5513
1400000US17031828503,0.293699,0.096461,100.5193
1400000US17031828504,0.283805,0.107447,93.2573
1400000US17031828505,0.202113,0.181123,90.5695
1400000US17031828507,0.156639,0.153786,76.6377
1400000US17031828508,0.276261,0.137761,82.1237
1400000US17031828601,0.222705,0.196135,85.0693
1400000US17031828602,0.252296,0.187328,93.3422
1400000US17031828701,0.27937,0.128637,69.2336
1400000US17031828702,0.276206,0.175184,81.8064
1400000US17031828801,0.251249,0.223497,93.2428
1400000US17031828802,0.222602,0.131326,101.9436
1400000US17031828900,0.293523,0.076524,87.3528
1400000US17031829000,0.381609,0.144828,81.7549
1400000US17031829100,0.268346,0.189006,88.6108
1400000US17031829200,0.27333,0.140764,114.6387
1400000US17031829301,0.263515,0.196583,68.1621
1400000US17031829302,0.247535,0.121432,93.9607
1400000US17031829401,0.282902,0.129534,87.3786
1400000US17031829402,0.216342,0.197772,89.6127
1400000US17031829500,0.336962,0.150915,71.4892
1400000US17031829600,0.194328,0.220938,110.3093
1400000US17031829700,0.250545,0.141854,109.1646
1400000US17031829800,0.266901,0.180033,91.5898
1400000US17031829902,0.269376,0.140639,75.6757
1400000US17031829903,0.194419,0.167666,73.3014
1400000US17031829904,0.200794,0.250522,114.5226
1400000US17031830001,0.110735,0.319527,69.1208
1400000US17031830003,0.299431,0.132172,93.2203
1400000US17031830004,0.187358,0.174958,92.2384
1400000US17031830005,0.181028,0.332126,87.3813
1400000US17031830006,0.176836,0.221303,76.7824
1400000US17031830007,0.308868,0.117635,80.8364
1400000US17031830008,0.225603,0.106499,97.9776
1400000US17031830100,0.262744,0.119429,96.3959
1400000US17031830201,0.085231,0.184566,101.5841
1400000US17031830202,0.194787,0.133773,100.172
1400000US17031830300,0.22575,0.184083,71.4934
1400000US17031830400,0.251002,0.122495,86.6293
1400000US17031830500,0.332481,0.129923,96.1867
1400000US17031830600,0.223847,0.032094,83.0112
1400000US17031830700,0.170926,0.081244,135.8158
1400000US17031830800,0.108036,0.037908,91.5759
1400000US17031830900,0.13435,0.046478,110.8729
1400000US17031831000,0.14225,0.061909,100.5687
1400000US17031831100,0.182005,0.104756,93.6287
1400000US17031831200,0.22474,0.146362,98.1871
1400000US17031831300,0.129956,0.277533,84.1785
1400000US17031831400,0.190426,0.138652,129.6417
1400000US17031831500,0.212871,0.103179,92.574
1400000US17031831600,0.250124,0.187158,98.3251
1400000US17031831700,0.205987,0.165326,95.4585
1400000US17031831800,0.178183,0.132917,83.0747
1400000US17031831900,0.146572,0.080083,101.3087
1400000US17031832000,0.051826,0.025324,160.8295
1400000US17031832100,0.151253,0.027298,111.3008
1400000US17031832200,0.160013,0.035962,97.9752
1400000US17031832300,0.142564,0.044103,97.5684
1400000US17031832400,0.152838,0.044292,95.1309
1400000US17031832500,0.175752,0.133772,122.439
1400000US17031832600,0.20537,0.072103,96.1951
1400000US17031832900,0.083074,0.031153,126.322
1400000US17031833000,0.16816,0.030303,109.1964
1400000US17031833100,0.129803,0.054008,106.9691
1400000US17031833300,0.110526,0.08,104.1547
1400000US17031833900,0.316395,0.078635,77.1353
1400000US17031834000,0.251961,0.117352,75.5923
1400000US17031834200,0.30338,0.117244,77.5161
1400000US17031834300,0.193359,0.255005,77.4457
1400000US17031834400,0.256018,0.098906,90.8939
1400000US17031834500,0.291937,0.052827,89.6309
1400000US17031834600,0.207962,0.168746,134.0751
1400000US17031834700,0.167257,0.209735,69.9248
1400000US17031834800,0.178487,0.170804,101.6687
1400000US17031834900,0.174332,0.240356,59.7156
1400000US17031835000,0.24818,0.149563,89.779
1400000US17031835100,0.2835,0.099735,79.5971
1400000US17031835200,0.175338,0.148283,130.1796
1400000US17031835500,0.235251,0.20944,118.3575
1400000US17031835600,0.092055,0.42623,65.2083
1400000US17031835800,0.223026,0.088432,59.256
1400000US17031836000,0.314576,0.06678,80.0977
1400000US17031836100,0.338604,0.125409,73.5099
1400000US17031836200,0.038233,0.04087,97.013
1400000US17031836300,0.115697,0.169824,103.8621
1400000US17031836400,0.296296,0.123188,66.4136
1400000US17031836500,0.328867,0.075935,97.4642
1400000US17031836600,0.181018,0.136008,110.5046
1400000US17031836700,0.243902,0.115105,84.306
1400000US17031836800,0.288972,0.060028,88.014
1400000US17031836900,0.314286,0.047321,70.2128
1400000US17031837000,0.25299,0.088517,79.9785
1400000US17031837100,0.151223,0.259451,52.2573
1400000US17031837300,0.304688,0.09189,110.3286
1400000US17031837400,0.267849,0.088677,75.2191
1400000US17031837800,0.18846,0.098796,120.2011
1400000US17031838000,0.173103,0.179464,74.6825
1400000US17031838100,0.112649,0.169289,111.8667
1400000US17031838200,0.191364,0.064091,115.475
1400000US17031838300,0.138042,0.069556,84.6838
1400000US17031838600,0.295677,0.123343,87.7706
1400000US17031838700,0.289166,0.12767,62.2112
1400000US17031838800,0.318497,0.147709,85.9595
1400000US17031839000,0.071215,0.074606,114.9196
1400000US17031839100,0.018317,0.024002,111.6578
1400000US17031839200,0.080115,0.218981,74.2305
1400000US17031839500,0.13602,0.289043,74.3139
1400000US17031839600,0.114336,0.332938,96.7366
1400000US17031839700,0.204966,0.127736,120.306
1400000US17031839800,0.182977,0.145857,101.5873
1400000US17031839900,0.168419,0.144934,91.9708
1400000US17031840000,0.202638,0.178657,92.6097
1400000US17031840100,0.187103,0.125341,65.9799
1400000US17031840200,0.194064,0.208676,75.6215
1400000US17031840300,0.223881,0.099226,83.4686
1400000US17031840400,0.189026,0.167142,96.0821
1400000US17031840700,0.207526,0.107184,108.6853
1400000US17031840800,0.341042,0.031144,95.5971
1400000US17031841000,0.107317,0.221463,87.7289
1400000US17031841100,0.162177,0.25499,87.5164
1400000US17031841200,0.24434,0.114481,78.7705
1400000US17031841300,0.179577,0.074669,129.4023
1400000US17031841500,0.298438,0.076826,69.6991
1400000US17031841700,0.197368,0.193213,81.864
1400000US17031841800,0.334532,0.119105,101.2872
1400000US17031841900,0.065874,0.057425,93.9605
1400000US17031842000,0.075358,0.180604,122.7337
1400000US17031842100,0.370794,0.099369,75.1784
1400000US17031842200,0.143686,0.114673,95.9394
1400000US17031842300,0.084534,0.037144,145.5189
1400000US17031842400,0.210781,0.239187,58.6278
1400000US17031842500,0.461538,0.051282,65.6371
1400000US17031842600,0.225993,0.140554,114.507
1400000US17031842800,0.341093,0.087189,100.813
1400000US17031842900,0.262634,0.170048,87.4827
1400000US17031843000,0.317161,0.124298,72.7147
1400000US17031843100,0.216701,0.141477,113.7168
1400000US17031843200,0.147046,0.150155,90.6012
1400000US17031843300,0.189142,0.123176,114.393
1400000US17031843400,0.194344,0.295867,157.757
1400000US17031843500,0.034854,0.022206,882.7808
1400000US17031843600,0.240227,0.096225,52.7041
1400000US17031843700,0.273569,0.101431,87.9747
1400000US17031843800,0.162712,0.15322,83.6862
1400000US17031843900,0.155258,0.173609,60.1213
1400000US17031844600,0.20521,0.102834,56.2857
1400000US17031844700,0.205093,0.127323,95.2957
1400000US17031980000,,,
1400000US17031980100,,,
1400000US17031990000,,,
1400000US17037000100,0.151161,0.165124,106.487
1400000US17037000200,0.237394,0.142194,110.2629
1400000US17037000300,0.245822,0.196727,106.9164
1400000US17037000401,0.248205,0.152056,88.0164
1400000US17037000402,0.330676,0.11603,112.6729
1400000US17037000500,0.2046,0.183517,84.772
1400000US17037000600,0.276615,0.138217,83.9973
1400000US17037000700,0.223622,0.142081,75.4226
1400000US17037000800,0.196927,0.143979,78.2376
1400000US17037000900,0.173501,0.084953,90.3888
1400000US17037001002,0.080847,0.010048,96.1492
1400000US17037001003,0.278484,0.001557,157.5535
1400000US17037001004,0.303385,0.232762,82.2544
1400000US17037001300,0.208718,0.086486,109.0015
1400000US17037001400,0.219614,0.120945,107.9913
1400000US17037001500,0.206888,0.172449,99.6408
1400000US17037001600,0.235573,0.116925,107.2289
1400000US17037001700,0.241241,0.143883,110.6473
1400000US17037001800,0.236823,0.143229,92.8441
1400000US17037001900,0.217939,0.203383,91.8491
1400000US17037002000,0.288605,0.137813,117.2056
1400000US17037002100,0.179646,0.256092,77.5233
1400000US17037002200,0.044638,0.003266,83.3333
1400000US17043840000,0.229555,0.093615,105.3019
